用户ID,用户名,所在地,性别,认证状态,认证类型,认证理由,个人描述,信用等级,公司,学校,生日,创建时间,粉丝数,关注数,微博数,获评转赞总数,获评论数,获转发数,获点赞数
5600841993,星火先锋社会实践队,山东 烟台,男,未认证,普通用户,无,原烟台理工星火先锋社会实践队,信用较好,未知,烟台大学文经学院, ,2015-05-24 19:13:22,5335,1201,4738,2653,100,80,"2,473"
7609586619,春华N泥河湾,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2021-05-16 17:20:17,41,629,4056,60,27,9,24
1922640001,昭然卿心,安徽 合肥,女,未认证,普通用户,无,桐花万里路，连朝语不息,信用较好,未知,未知,1989-10-20 天秤座,2011-01-15 21:49:15,277,881,27181,6494,"3,065","1,229","2,200"
1958403555,是Peter啊,浙江 嘉兴,男,未认证,普通用户,无,丫的,信用极好,未知,未知,1992-04-06 白羊座,2011-02-09 11:45:01,998,373,5054,1.3万,"9,314",607,"2,741"
2726918497,是你的离人呀-巳巳如意版,安徽,女,未认证,普通用户,无,努力不会徒劳 爱并非凑巧,信用较好,未知,未知,2000-09-25 天秤座,2014-03-11 04:13:21,424,431,9401,2.1万,"11,661","2,880","6,830"
7364337041,是有理数啦啦啦,其他,女,未认证,普通用户,无,,信用较好,未知,商丘师范学院,2001-09-01 处女座,2019-12-30 08:32:37,20,195,415,139,18,0,121
5547834718,是羽沉,其他,女,未认证,普通用户,无,'  你若多来一时，我便多欢喜一时、,信用较好,未知,未知, ,2015-03-10 19:31:06,105,138,202,313,106,2,205
3559524024,是邦尼兔呀,海外 加拿大,女,未认证,普通用户,无,世间是世间，我是我。,信用较好,未知,未知,白羊座,2013-07-07 08:09:25,68,324,1822,331,184,0,147
2149582843,是馋了啊,山东 潍坊,男,未认证,未知,无,若批评不自由，则赞美无意义。,信用极好,未知,未知,1985-12-21 射手座,2011-05-27 09:04:24,155,139,2756,1031,622,93,316
5799646521,晃儿胡兮的小猫撞小鹿_,北京,女,未认证,普通用户,无,光明正大，意气风发❤️,信用较好,未知,未知,射手座,2015-12-20 21:10:45,109,725,20222,54.7万,"16,616","525,738","4,663"
1855665214,晋江大状王金龙13959718271,福建,男,未认证,普通用户,无,,信用较好,福建景天律师事务所,福州大学,,2011-01-06 22:53:28,4339,5017,139594,3.8万,"9,075","23,684","5,526"
5861545571,晋生独有,内蒙古,男,未认证,普通用户,无,跳跃,信用极好,未知,未知,2000-05-01 金牛座,2016-02-17 18:46:46,191,190,2760,230,218,0,12
1623954703,晚星和月亮,广东 广州,女,未认证,普通用户,无,循山野清风,信用较好,未知,未知,,2011-10-28 09:49:35,21,748,3635,695,424,46,225
1734305534,普通人就只配无能狂怒呗,北京,女,未认证,普通用户,无,好困呀,信用较好,未知,未知, ,2010-04-25 15:47:06,207,542,2553,889,368,72,449
6278625623,普通用户阿C,北京,女,未认证,普通用户,无,,信用较好,未知,未知, ,2017-06-12 17:38:39,5,68,231,220,3,22,195
7810952619,景明同学111,北京 东城区,男,未认证,普通用户,无,房产 历史 美食 实事,信用一般,未知,北京师范大学,狮子座,2022-12-29 13:35:41,29,332,1753,490,94,156,240
7090907206,景觀員,江苏 苏州,男,未认证,普通用户,无,現在講上海閒話額 死塌一額少一額,信用较好,未知,未知,1966-01-01 摩羯座,2019-04-21 15:49:21,363,304,21757,2.7万,"1,867","19,259","6,150"
1869840241,景象天下,山东 烟台,男,未认证,未知,无,静水流深，行若乞丐。,信用极好,未知,大连交通大学,巨蟹座,2010-11-21 19:45:28,1128,760,3019,3393,"1,493","1,294",606
3133820591,智坤大挪移,海南 海口,男,未认证,普通用户,无,1235,信用较好,未知,未知,1903-05-22 双子座,2012-11-21 17:59:39,375,254,3140,1355,343,258,754
5880136518,暖白宝宝,其他,女,未认证,普通用户,无,心里装着欢喜,信用较好,未知,未知, ,2016-03-12 14:03:45,78,455,936,15,6,0,9
6100446639,暗恋一个人恋歌,海外 韩国,女,未认证,普通用户,无,专号迷胡(⁎⁍̴̛ᴗ⁍̴̛⁎),信用极好,未知,未知,射手座,2017-01-13 00:06:33,873,731,28772,9.1万,"37,127","8,725","44,791"
1763956344,曉辰,香港,男,已认证,名人,财经博主 头条文章作者,曉辰广播，新華發布。。。,信用极好,香港商报,兰州大学,双子座,2010-06-19 17:54:12,236568,8769,90761,152万,"263,994","279,905","976,431"
2649271960,曹爷的马克笔,湖南 株洲,男,未认证,普通用户,无,,信用较好,未知,未知,1992-10-05 天秤座,2012-01-02 23:07:15,406,1605,72,39,15,6,18
6618763921,最好咬死我,广东,男,未认证,普通用户,无,,信用较好,未知,未知,2005-06-27 巨蟹座,2018-08-01 15:42:13,9,90,540,9,0,0,9
7870605326,最爱吃过桥米线1,其他,男,未认证,普通用户,无,自由 快乐,信用一般,未知,未知, ,2023-09-12 02:31:10,10,135,1288,121,85,3,33
1763327612,最福建,福建,男,已认证,团体（机构）,微博区域福建官方微博,,信用较好,未知,未知,,2010-06-17 22:59:47,1261592,1703,76730,144.1万,"399,943","819,802","221,107"
6494604814,月亮与晴空,上海,女,未认证,普通用户,无,日子有盼头,信用较好,未知,未知,双鱼座,2018-06-28 16:34:06,8,778,176,27,13,1,13
5321752872,月亮今夜不值班,安徽,女,未认证,普通用户,无,我管他喜欢什么,信用较好,未知,未知, ,2014-10-09 16:11:07,545,239,356,718,290,2,426
6470520677,月亮小姐姐2020,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2018-01-25 17:21:38,23,1144,1384,94,87,0,7
1278066990,月夜鱼丸,吉林 四平,男,未认证,普通用户,无,大口吃瓜，快意飞马，，，，,信用较好,军事委员会调查统计局,未知,1982-05-06 金牛座,2011-07-25 00:14:00,276,1118,7283,9374,314,"8,736",324
1862622060,月馨儿elaine,河南 开封,女,未认证,普通用户,无,我在微薄上每天可以关注自己偶像的消息，好开心呀！,信用较好,彩美,开封市一职高,1986-09-10 处女座,2010-10-26 21:53:21,113,234,909,120,47,37,36
2261496740,有泥蹄,北京 东城区,男,未认证,普通用户,无,言论自由即是言论自由的撤回,信用较好,未知,未知,1987-06-14 双子座,2012-02-01 19:13:50,181,720,6947,709,205,86,418
3930377549,有蛋卷的梅寒君,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2013-12-04 10:54:03,71,420,6119,1131,730,42,359
6838717813,望春風又綠江南岸,其他,女,未认证,普通用户,无,。。。,信用较好,未知,未知,2005-07-19 巨蟹座,2018-11-11 21:33:55,22,362,426,692,348,5,339
5145097329,木9501,其他,男,未认证,普通用户,无,一只旅法狗,信用较好,未知,未知,天蝎座,2014-07-12 08:58:25,60,306,128,193,16,2,175
5245442721,木赤晴子-,山东,女,未认证,普通用户,无,我已亭亭，无忧亦无惧,信用较好,未知,未知,1998-10-02 天秤座,2014-08-08 09:34:37,572,802,698,4895,"2,062",18,"2,815"
5336709247,未遇敏敏,广东 广州,女,未认证,普通用户,无,好好准备，应对所有,信用较好,未知,未知,,2014-10-18 20:07:13,23,334,1413,674,310,0,364
5165437938,本雅明年不考试,天津,女,未认证,普通用户,无,不要麻木,信用较好,未知,未知,双鱼座,2014-11-16 09:51:46,155,321,59,78,24,2,52
5251867225,朱朱不困xx,湖北,女,未认证,普通用户,无,否极泰来/solo追星、剧宣,信用较好,未知,未知,2000-09-28 天秤座,2014-08-13 20:24:17,192,299,2859,3349,803,47,"2,499"
6361514777,朴桶朴桶love,广东,男,未认证,普通用户,无,南窗新月透，珠落玉搔头。,信用较好,未知,未知, ,2017-09-05 14:50:43,95,874,5811,478,63,117,298
2119300114,机械小超人,江苏 镇江,男,已认证,名人,  镇江市源通物流有限公司 工程机械部经理,物流工程车辆行业的奋斗小超人，为梦想FIGHTING!,信用极好,未知,合肥工业大学, ,2011-04-28 22:34:54,11682,1417,7947,1047,333,361,353
2008315795,杀尽天下负心郎,湖北,男,未认证,普通用户,无,心灵港湾，不服就干,信用极好,未知,湖北汽车工业学院,1983-01-28 水瓶座,2011-03-20 22:30:15,10623,128,14954,6.4万,"21,036","6,773","36,621"
1189926755,李天时,辽宁 沈阳,男,已认证,名人,微博新知博主 校园博主,工作V：litianshi1970,信用极好,未知,未知,水瓶座,2009-08-28 16:14:45,365119,1866,49090,435.3万,"205,042","1,222,469","2,925,011"
2091076344,李子墨频道,湖北,男,已认证,名人,微博知名教育账号 头条文章作者,普及数字技能，探索AI教育数字化转型 ，在高校默默搬砖的李老师,信用极好,未知,未知,天蝎座,2011-12-03 18:11:32,1311598,580,7500,243.9万,"192,088","1,375,367","872,041"
1650528691,李峥嵘,北京 东城区,女,已认证,名人,微博 员工 旅游博主 头条文章作者,新浪员工,信用极好,新浪网技术（中国）有限公司,上海交通大学,,2009-09-29 18:50:25,144233,5029,59232,27.1万,"54,591","151,102","65,310"
1731915554,李瀚霖,北京 海淀区,男,未认证,未知,无,文能提笔安天下，武能马上定乾坤,信用极好,未知,北京农学院,1983-05-16 金牛座,2010-04-19 09:16:47,650,556,4936,2480,983,940,557
7395676669,李炫馨12,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2020-02-19 13:35:50,4,1760,4966,231,15,1,215
6608461158,李知行_,北京,女,未认证,普通用户,无,少浪少🐶，努力且善良,信用较好,未知,兰州大学,2000-10-27 天蝎座,2018-07-22 08:17:37,109,788,304,357,90,3,264
6375963267,李跑步要学会relax,辽宁,女,未认证,普通用户,无,,信用较好,未知,大连交通大学, ,2017-10-06 19:15:28,87,599,246,109,54,1,54
6596961402,李隐枫,海外 美国,女,已认证,名人,Postmedia Network 数据科学经理,碎碎念的秃顶老年人，实名加V大号,信用较好,未知,未知,金牛座,2018-07-10 01:52:48,141292,469,12525,91.9万,"57,095","296,774","565,503"
7377026368,杜家赫爸爸,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2020-01-23 16:25:48,90,590,61,160,9,1,150
1111681197,来去之间,北京,男,已认证,名人,移动互联网分析师,社区居委会王大伯，在线接诉；本人把点赞当收藏用，把转发当收集评论观点用，点赞和不带观点的转发，不代表本人认同原博观点,信用极好,未知,未知,金牛座,2009-08-28 16:34:05,931414,6201,145517,5614.3万,"6,200,486","21,568,650","28,374,079"
7721079510,杨咩201611,广东,女,未认证,普通用户,无,,信用较好,未知,未知,1996-11-10 天蝎座,2021-11-10 09:21:43,11,3272,1028,7,0,1,6
3025968203,杨寨华,重庆 渝北区,男,未认证,普通用户,无,做最好的自己！,信用较好,未知,重庆工业职业技术学院,1994-07-01 巨蟹座,2012-10-23 13:22:24,225,165,3097,99,25,17,57
1729857821,枕边客丶,广东 深圳,男,未认证,普通用户,无,躁动，执着，容易感动，向往自由。,信用较好,未知,哈尔滨商业大学,狮子座,2010-04-14 14:23:22,121,98,689,286,59,8,219
5332520755,林慢慢还不困,天津,女,未认证,普通用户,无,nullptr,信用较好,阿里巴巴,天津大学,金牛座,2015-01-08 22:10:34,77,52,457,4321,374,100,"3,847"
1667755777,果壳8000,黑龙江 牡丹江,女,未认证,普通用户,无,生怕被时间落下，结果一路追赶，现在才明白，其实可以好好结伴而行。,信用较好,未知,未知, ,2009-12-07 22:57:29,25,174,2044,259,25,62,172
3537216524,柳叶湖畔的夏雨,湖南 常德,女,未认证,普通用户,无,,信用较好,未知,未知,金牛座,2013-06-15 07:15:44,465,5144,3613,257,209,2,46
5955011489,校长指针,香港 其他,男,未认证,普通用户,无,爱吃，爱玩，闲人,信用较好,未知,未知,金牛座,2016-06-15 16:10:47,162,6094,25084,841,477,3,361
1054886257,格律斯Glisten,广东,男,未认证,普通用户,无,一个执著的律师，向光而生的蘑菇,信用较好,法学硕士,未知,双子座,2012-08-03 20:19:49,1142,401,59,68,24,8,36
7192631041,桃你兜了噢,其他,女,未认证,普通用户,无,我是我自己的诗 所以容许有错别字,信用较好,徐一宁的家,中南大学,2001-11-03 天蝎座,2019-06-13 15:55:28,192,526,1618,3257,"1,435",45,"1,777"
5242563275,桃酥睡不醒,上海,女,未认证,普通用户,无,爱拯救之,信用较好,未知,未知,摩羯座,2014-08-06 11:34:01,115,210,1789,5811,"2,995",86,"2,730"
1778356420,桑榆real,重庆 万州区,女,未认证,普通用户,无,用心交流！！！,信用较好,未知,未知,巨蟹座,2010-08-01 14:30:58,239,1003,4297,491,15,36,440
6637499970,梅龙镇小霸王洪无双是也,其他,男,未认证,普通用户,无,嘴甜心狠办事稳,信用较好,未知,未知, ,2018-08-14 16:17:15,3,612,1684,88,29,20,39
3319328427,梦里花开花落2014,福建 厦门,女,未认证,普通用户,无,,信用较好,未知,未知,摩羯座,2013-04-30 08:00:54,121,959,2701,80,28,17,35
6001052774,棠加一等于二,江苏 扬州,女,未认证,普通用户,无,镇魂,信用较好,未知,未知,2002-03-30 白羊座,2016-08-13 10:10:42,95,534,232,268,122,6,140
5122205059,楼兰望归,河北 秦皇岛,女,未认证,普通用户,无,风雨已逝，春之将晓,信用较好,未知,未知,1999-11-02 天蝎座,2014-07-04 18:30:40,114,1050,4367,444,154,37,253
1039657770,楼博以以博楼,云南 昆明,男,未认证,普通用户,无,不知名锦鲤转发男,信用较好,未知,未知,双子座,2014-03-01 07:35:30,231,1248,1813,1682,592,84,"1,006"
6857692258,榛仁巧克力真好吃,北京,女,未认证,普通用户,无,想要得到谁的认可，就是谁的奴隶,信用较好,未知,未知,2001-09-02 处女座,2018-11-18 15:35:25,5,80,420,142,30,3,109
5213730452,橘子不甜啊啊,其他,女,未认证,普通用户,无,,信用较好,未知,未知,天蝎座,2014-07-12 17:31:48,89,417,696,247,30,1,216
5111363376,橡树风9,其他,女,未认证,普通用户,无,做一只快乐的笨蛋小狗.,信用较好,未知,未知,天秤座,2014-04-16 18:29:31,102,101,945,6826,945,100,"5,781"
1730026643,欢仔zzZ,天津 武清区,女,未认证,普通用户,无,开朗的我。。。,信用较好,未知,未知,1988-05-01 金牛座,2010-04-14 21:02:59,198,5352,7695,310,206,8,96
7697315108,正南东风,山东,男,未认证,普通用户,无,梦想成为肌肉男,信用较好,未知,未知,2001-11-13 天蝎座,2021-09-13 22:29:40,28,338,3356,3237,"1,742",31,"1,464"
2280407494,武哥博文,陕西 西安,男,已认证,名人,头条文章作者,"IBM，陕西狮子会蓝天队队员, JA志愿者，文学，诗词，易经 本微博仅代表个人观点，与本人所在的公司无关",信用极好,IBM,西北工业大学,处女座,2011-08-01 14:52:19,9010,8791,9092,1.3万,"3,599","2,310","7,473"
3299983505,歪梨好椰ye-,北京 海淀区,女,未认证,普通用户,无,*✨ 独立而清醒✨ ✨,信用较好,未知,中央民族大学,1997-12-02 射手座,2013-05-08 19:36:05,250,460,737,3733,"1,451",49,"2,233"
7460687062,残夏清昭,江苏,女,未认证,普通用户,无,接受父母不爱自己，你要自己爱自己,信用较好,未知,未知,1995-10-13 天秤座,2020-05-27 16:22:29,3,33,1867,1021,58,14,949
2335113282,每个人都以为自己是那个例外,江苏 无锡,男,未认证,普通用户,无,凡心所向，素履所往，生如逆旅，一苇亦航,信用极好,未知,未知,1990-05-21 双子座,2011-08-23 20:19:35,115,601,1258,486,193,177,116
7837451922,每天都在学习强国wow,其他,女,未认证,普通用户,无,,信用一般,未知,未知, ,2023-05-10 09:11:12,2,83,17,3,0,0,3
5403250350,毛教员的小学生,内蒙古 呼伦贝尔,男,未认证,普通用户,无,星星之火，可以燎原。普罗米修斯把火种带到人间，即使倾盆大雨浇灭了全部的火焰，也浇不灭人民对火的向往,信用较好,未知,黑龙江大学,1994-07-02 巨蟹座,2014-12-06 09:37:06,1700,858,994,2827,884,42,"1,901"
5651007478,毫无防备地登上了这艘船,江苏 苏州,女,未认证,普通用户,无,不发疯还能干嘛 对这个世界没什么好说的,信用较好,未知,南京传媒学院,狮子座,2015-07-11 17:23:42,366,746,2775,4761,"1,406",31,"3,324"
2847610831,水仙已盛鯉鱼去了吗,四川,男,未认证,普通用户,无,理智客观，不会被欺负，也不怕被威胁，坚持的做一个斗士！12月28号之后让我明白，人善被人欺，誓死与邪恶势力斗下去！,信用较好,未知,四川大学, ,2014-03-11 10:04:05,5715,5006,3082,4.5万,"8,358","3,144","33,898"
5737003078,永恒燃烧的羽翼stjk,海南,女,未认证,普通用户,无,,信用较好,未知,未知, ,2015-10-24 00:14:15,645,3388,3612,334,125,26,183
7403212557,求人问卜不如自己做主,其他,男,未认证,普通用户,无,Don't think about the distance. Think about the DESTINATION.,信用一般,未知,未知, ,2020-03-01 13:28:46,75,1886,2460,168,64,55,49
7831263030,汤吃土圆,山西 长治,女,未认证,普通用户,无,拜金主义者极端女权者精致利己主义者and想去土耳其🇹🇷,信用较好,未知,未知,2001-04-04 白羊座,2023-04-04 12:37:54,220,311,824,1192,799,9,384
1875788975,沈·杰克,甘肃 白银,男,未认证,普通用户,无,山高人为峰,信用较好,未知,未知,双鱼座,2014-03-09 14:03:13,99,139,307,304,35,105,164
7025953981,没心没肺只想睡觉,其他,男,未认证,普通用户,无,,信用较好,未知,未知,1999-07-08 巨蟹座,2019-03-09 19:29:25,12,389,311,164,78,2,84
